mhz,zreal,zimag,zmag,zphase,vswr,s11,s11_real,s11_imag,s11_ang,gain_max,gain_net,gain_max_theta,gain_max_phi,gain_viewer,gain_viewer_net,fb_ratio
145.43999999999988,62.531454420886682,238.31398094820136,246.38128238032027,75.297536503207354,20.165432176932057,-0.86217047596840435,-0.86217047596840357,3.3755495074365784,22.266543596823809,7.6083895199199612,0.16252195859180052,15,85,-999.99000000000001,-1007.4358675613282,0.17764664861651469
145.52199999999988,62.925671277789263,239.11512667285444,247.25631217329038,75.25629419868639,20.176103498261028,-0.86171371770501204,-0.86171371770501104,3.363268833077325,22.185535106082888,7.6073598742465727,0.1594117397939705,15,85,-999.99000000000001,-1007.4379481344527,0.17244690967801674
145.60399999999987,63.320914694882596,239.9162731236261,248.1317318428398,75.215113644518425,20.18685917278334,-0.86125383877497641,-0.86125383877497641,3.3510654818838876,22.105036671449533,7.6063700096116555,0.15632585842946067,15,85,-999.99000000000001,-1007.4400441511822,0.16731366592024777
145.68599999999986,63.717181418126714,240.717424577272,249.00754547399785,75.173995337516644,20.197699430835439,-0.86079084011880136,-0.86079084011880258,3.3389386984894145,22.025043310206453,7.60541949294395,0.15326385928414066,15,85,-999.99000000000001,-1007.4421556336598,0.16224630512420454
145.76799999999986,64.114468204419154,241.51858540787296,249.88375723635079,75.132939772824173,20.20862451012496,-0.86032472246025549,-0.86032472246025482,3.32688773644696,21.945550098475795,7.6045078940820048,0.15022528884779618,15,85,-999.99000000000001,-1007.4442826052342,0.15724422161036083
145.84999999999985,64.512771823007967,242.31976008805182,250.76037138554904,75.091947443758812,20.219634655530097,-0.85985548631668252,-0.85985548631668163,3.3149118580829122,21.866552170252298,7.6036347857275608,0.14720969531077976,15,85,-999.99000000000001,-1007.4464250904168,0.15230681614092564
145.93199999999985,64.912089057022783,243.12095318943801,251.63739226412233,75.051018841591727,20.230730118763798,-0.85938313201503291,-0.85938313201503513,3.3030103343612187,21.788044716507688,7.6027997433947894,0.14421662858268025,15,85,-999.99000000000001,-1007.4485831148121,0.14743349581552195
146.01399999999984,65.312416704644619,243.92216938360099,252.51482430266006,75.010154455437885,20.241911158219292,-0.85890765970011551,-0.85890765970011662,3.29118244474691,21.710022984290397,7.6020023453756709,0.1412456402918032,15,85,-999.99000000000001,-1007.4507567050839,0.14262367399541928
146.09599999999983,65.71375158077943,244.72341344274383,253.39267202089434,74.96935477202544,20.253178038652003,-0.85842906934977636,-0.85842906934977747,3.279427477071704,21.632482275839049,7.6012421726870087,0.13829628379809833,15,85,-999.99000000000001,-1007.452945888889,0.13787677019470851
146.17799999999983,66.116090518412548,245.52469024024379,254.2709400285581,74.928620275530818,20.264531030936737,-0.85794736078681288,-0.85794736078681388,3.2677447274058031,21.555417947736775,7.6005188090297491,0.13536811420351658,15,85,-999.99000000000001,-1007.4551506948262,0.13319220999374659
